UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temperature_gap [K],power_proxy,failure_mode,air_temperature_k_z,process_temperature_k_z,rotational_speed_rpm_z,torque_nm_z,tool_wear_min_z,temperature_gap_k_z,power_proxy_z,Type_H,Type_L,Type_M
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,10.300000000000011,74963.2,None,-0.6024172079894964,-0.61035545968962,-0.8968120601483845,1.445872859223784,0.8962786507786628,0.2990578563181703,1.471270940318978,0,1,0
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,10.300000000000011,73271.8,None,-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0.2990578563181703,1.3053267632016208,0,1,0
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,10.100000000000023,51712.299999999996,None,-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,0.09926639002686442,-0.809887548351932,0,1,0
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,71997.0,None,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0.09926639002680764,1.1802554394525322,0,1,0
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,67687.2,None,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,-0.0006293431188168923,0.7574186092879409,0,1,0
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999977,51741.799999999996,None,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,-0.1005250762644982,-0.8069932872516825,0,1,0
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,42120.0,None,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.7542281745752621,-0.40770788736624775,-0.20042080941012275,-1.750993336552731,0,1,0
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,53332.4,None,-0.5524211743618752,-0.8799590021118496,0.14069938084066472,-0.5905550713756088,-0.14062630726427813,-0.20042080941012275,-0.650938653148058,0,1,0
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,59706.9,None,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.07153479768626296,-0.03065153898699653,-0.20042080941012275,-0.025532979129731143,0,1,0
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,50773.799999999996,None,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,-0.20042080941012275,-0.9019642955581756,0,1,0
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,65704.5,None,-0.5524211743618752,-0.9473598877173782,-0.7015814126504452,0.6533713492860893,0.2207193599325043,-0.30031654255574725,0.5628948301874414,0,1,0
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,53473.7,None,-0.5524211743618752,-1.0147607733229451,0.11280928834095907,-0.570491742010098,0.2835620846623795,-0.4002122757014286,-0.637075633030592,0,1,0
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,62251.200000000004,None,-0.652413241617146,-1.0821616589285121,-0.5453968946520936,0.3223264147551537,0.3778261717571923,-0.30031654255580403,0.22408968247585845,0,0,1
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,48763.5,None,-0.6024172079894964,-1.0147607733229451,0.9606681003320101,-1.1523282936099244,0.5035116212169427,-0.30031654255580403,-1.0991959257219595,0,0,1
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,70754.4,None,-0.6024172079894964,-0.9473598877173782,-1.5103940951419084,1.5863161647823627,0.7391718389539748,-0.20042080941012275,1.058343275277275,0,1,0
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,54348.8,None,-0.652413241617146,-1.0147607733229451,0.029139010841842207,-0.48020675986529676,0.8020145636838499,-0.20042080941012275,-0.5512190944262401,0,1,0
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,64944.0,None,-0.8024013425000663,-1.216963430139608,0.2522597508394872,0.10162979173452956,1.3047563615228517,-0.20042080941012275,0.48828176012846614,0,0,1
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000045,68770.0,None,-0.8024013425000663,-1.2843643157451365,-0.2441838956552729,0.6032130258723112,1.4932845357124773,-0.30031654255574725,0.8636527082489648,0,0,1
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,56303.0,None,-0.8523973761276875,-1.2843643157451365,0.2634157878393695,-0.45011176581703016,-1.6959837443286896,-0.20042080941012275,-0.3594914658802188,0,1,0
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,9.800000000000011,53616.700000000004,None,-0.9023934097553371,-1.3517652013507035,0.29130588033907506,-0.6306817301066312,-1.1932419464896877,-0.20042080941012275,-0.6230458249853139,0,0,1
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,10.0,42543.2,None,-0.9023934097553371,-1.216963430139608,2.5057792248157016,-1.8645764860855742,-1.0518458158474686,-0.0006293431188168923,-1.709472953582372,0,1,0
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,10.0,51010.200000000004,None,-0.9023934097553371,-1.216963430139608,0.7152352863346005,-0.9416633352720559,-0.7690535545630302,-0.0006293431188168923,-0.87877096253787,0,1,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,None,-0.8523973761276875,-0.9473598877173782,0.28014984333919285,-0.28960513089293993,0.4563795776695363,0.2990578563181703,-0.09960644118696493,0,0,1
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,None,-0.8024013425000663,-0.9473598877173782,-1.3095854291440279,0.5028963790447548,0.7863038825013812,0.19916212317254572,-0.12628269858214636,0,1,0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,None,-0.8024013425000663,-0.9473598877173782,0.16858947334037033,-0.5604600773273423,0.8177252448663187,0.19916212317254572,-0.5880301711995837,0,1,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,None,-0.8523973761276875,-0.9473598877173782,0.2522597508394872,-1.0720749761478792,0.8491466072312563,0.2990578563181703,-1.3299813625394834,0,1,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,None,-0.8523973761276875,-0.9473598877173782,0.17416749184031147,-0.5203334185963199,1.0533854626033508,0.2990578563181703,-0.5230417456807609,0,1,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,None,-1.0023854770106078,-1.216963430139608,0.4028662503378976,-0.9416633352720559,1.3675990862527267,0.19916212317248896,-1.0468931937713477,0,1,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,None,-1.0023854770106078,-1.2843643157451365,1.3288173213281242,-1.5736582102856609,1.4461524921650708,0.09926639002686442,-1.6468882364349422,0,1,0
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,None,-1.0023854770106078,-1.216963430139608,0.4530684168373677,-0.42001677176876356,-1.6174303384163455,0.19916212317248896,-0.19339031188962774,0,1,0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,None,-1.0023854770106078,-1.216963430139608,-1.0139504486471482,0.8239096488929353,-1.5860089760514078,0.19916212317248896,0.5337461870388267,0,1,0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,None,-0.9523894433829583,-1.149562544534041,-1.1589789296456174,2.3085960219407684,-1.491744888956595,0.19916212317248896,2.3434540701155306,0,1,0
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,None,-0.9023934097553371,-1.149562544534041,-0.09357739615686254,0.9141946310377358,-1.3503487583143758,0.09926639002686442,1.4484111831542954,0,0,1
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,None,-0.9523894433829583,-1.216963430139608,-0.829875838149091,0.7536879961136456,-1.177531265307219,0.09926639002680764,0.5943392601071015,0,1,0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,None,-1.0023854770106078,-1.3517652013507035,-0.10473343315674478,-0.03881351382404913,-0.8947390040227806,-0.0006293431188168923,0.02206044662386356,1,0,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,None,-1.0023854770106078,-1.4191660869562706,1.178210821829714,-1.3429299225822813,-0.6433681051032798,-0.1005250762644982,-1.3163636187864454,0,0,1
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,None,-0.9523894433829583,-1.3517652013507035,0.48653652783701445,-0.34979511898947385,-0.391997206183779,-0.1005250762644982,-0.060646743461233235,0,1,0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,None,-0.9523894433829583,-1.2843643157451365,-0.829875838149091,0.9844162838170248,-0.36057584381884134,-0.0006293431188168923,0.9079986749375338,0,0,1
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,None,-0.9023934097553371,-1.149562544534041,1.485001839326476,-0.8413466884444997,-0.18775835081168454,0.09926639002686442,-0.2873802147384084,0,1,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,None,-0.9523894433829583,-1.0821616589285121,-0.5732869871517993,0.6734346786516008,-0.07778358253440293,0.2990578563181135,0.6960014076351881,0,1,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,None,-0.9523894433829583,-1.0821616589285121,-0.562130950151917,0.5630863671412888,-0.046362220169465326,0.2990578563181135,0.5499736713093785,0,1,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,None,-1.0023854770106078,-1.149562544534041,-0.36690030265397766,0.2621364266586198,-0.014940857804527726,0.2990578563181703,0.27300760059736395,0,1,0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,None,-1.0023854770106078,-1.0147607733229451,0.9718241373318923,-1.4733415634581044,0.2521407222974419,0.4988493226094761,-1.631406392312251,0,1,0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,None,-1.0523815106382575,-1.0147607733229451,3.2922798333074,-2.1354314325199764,0.2835620846623795,0.5987450557551575,-1.9774030430288618,1,0,0
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,None,-1.0023854770106078,-0.9473598877173782,-0.07126532215709803,0.18188310919657433,0.8177252448663187,0.5987450557551575,0.3747482365620671,1,0,0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,None,-1.1023775442658785,-1.0821616589285121,-0.1493575811562738,-0.008718519775782523,1.1476495496981636,0.5987450557551006,0.035481969285359266,0,1,0
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,None,-1.1023775442658785,-1.0147607733229451,0.8937318783327166,-1.2225499463892138,1.430441810982602,0.698640788900782,-1.2494326044613524,0,1,0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,None,-1.252365645148799,-1.216963430139608,0.6036749163357781,-0.8714416824927665,-1.648851700781283,0.698640788900782,-0.8257029683302444,0,1,0
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,None,-1.3023616787764485,-1.2843643157451365,1.1726328033297728,-1.4131515753615709,-1.570298294868939,0.6986407889008387,-1.4390901004916028,0,1,0
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,None,-1.252365645148799,-1.149562544534041,0.2578377693394283,-0.7109350475686768,-1.1932419464896877,0.7985365220464633,-0.7672879493780893,0,1,0
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.200000000004,None,-1.2023696115211493,-1.149562544534041,0.1574334363404881,-0.5403967479618307,-0.5805253803734046,0.698640788900782,-0.5640323317039548,0,0,1
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.799999999996,None,-1.252365645148799,-1.149562544534041,0.3191959728387807,-0.31970012494120725,-0.48626129327859174,0.7985365220464633,-0.12110246176542896,0,1,0
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4,None,-1.2023696115211493,-1.149562544534041,-0.562130950151917,0.7837829901619122,-0.37628652500131016,0.698640788900782,0.8603561939110529,0,1,0
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,77797.5,None,-1.2023696115211493,-1.0821616589285121,-1.0362625226469127,1.7568544643892088,-0.313443800271435,0.7985365220464065,1.7493456601982071,0,1,0
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,60092.7,None,-1.2023696115211493,-1.0821616589285121,0.16858947334037033,-0.16922515469987276,-0.23489039435909095,0.7985365220464065,0.012318069428786035,0,0,1
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,58815.5,None,-1.252365645148799,-1.0821616589285121,-0.2776520066549197,-0.04884517850680491,-0.18775835081168454,0.8984322551920878,-0.11298871963015274,0,1,0
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999,None,-1.3023616787764485,-1.216963430139608,-0.6402232091510928,1.3957145358100058,0.18929799756756668,0.7985365220464633,1.6469280614676813,0,0,1
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,51567.6,None,-1.3523577124040698,-1.216963430139608,1.2005228958294785,-1.0620433114651238,0.2364300411149731,0.8984322551920878,-0.8240841443250201,0,1,0
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,77158.4,None,-1.2023696115211493,-0.8799590021118496,-0.7294715051501508,1.4859995179548064,0.6134863894942243,1.0982237214833936,1.6866432103958515,0,0,1
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,70470.0,None,-1.252365645148799,-1.0821616589285121,-1.052996578146736,1.2251762362031606,0.7705932013189124,0.8984322551920878,1.0304406360599547,0,0,1
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,59226.700000000004,None,-1.3023616787764485,-1.149562544534041,0.17974551034025257,-0.22941514279640599,0.8491466072312563,0.8984322551921445,-0.07264566320904697,0,1,0
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,77760.0,None,-1.3523577124040698,-1.0147607733229451,-1.052996578146736,1.7668861290719644,1.2262029556105076,1.198119454629075,1.7456665147317882,0,1,0
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,63669.6,None,-1.3023616787764485,-0.9473598877173782,-0.5844430241516816,0.4427063909482209,1.3361777238877892,1.1981194546291318,0.3632496805976862,0,0,1
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,60256.7,None,-1.3023616787764485,-0.9473598877173782,-0.44499256165315343,0.13172478578279617,1.3833097674351955,1.1981194546291318,0.02840819893525801,0,1,0
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,64670.799999999996,None,-1.252365645148799,-1.0821616589285121,-0.15493559965621492,0.28219975602413067,1.58754862280729,0.8984322551920878,0.4614779590237819,0,1,0
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,38072.7,None,-1.3023616787764485,-1.0821616589285121,3.414996240306105,-2.2357480793475326,-1.6959837443286896,0.9983279883377691,-2.14807614845239,0,1,0
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,65351.00000000001,None,-1.3523577124040698,-1.0821616589285121,-0.606755098151446,0.5731180318240445,-1.4603235265916574,1.0982237214833936,0.5282127522573332,0,1,0
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,59211.600000000006,None,-1.252365645148799,-0.9473598877173782,0.3191959728387807,-0.28960513089293993,-1.2246633088546255,1.0982237214834505,-0.07412713245019151,0,1,0
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,43797.6,None,-1.2023696115211493,-1.0147607733229451,1.7248566348239442,-1.6338481983821946,-1.114688540577344,0.8984322551920878,-1.5864030849670154,0,0,1
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,54448.8,None,-1.3023616787764485,-1.0147607733229451,-0.8354538566490322,-0.07894017255507152,-0.8476069604753742,1.0982237214834505,-0.541408039849123,0,1,0
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,64913.8,None,-1.252365645148799,-1.0147607733229451,-0.8131417826492676,0.663403013968845,-0.8161855981104366,0.9983279883377691,0.48531882164617707,1,0,0
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,47873.1,None,-1.252365645148799,-0.9473598877173782,1.4180656173271824,-1.3328982578995259,-0.5962360615558734,1.0982237214834505,-1.1865535556766098,0,1,0
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000023,69684.8,None,-1.252365645148799,-0.9473598877173782,0.0737631588413712,0.492864714361999,-0.48626129327859174,1.0982237214834505,0.9534042355204319,0,1,0
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000045,68393.6,None,-1.3023616787764485,-0.9473598877173782,-1.4657699471423793,1.3656195417617392,-0.07778358253440293,1.1981194546291318,0.8267238988206967,0,1,0
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000045,62434.799999999996,None,-1.3023616787764485,-0.9473598877173782,-0.3501662471541543,0.23204143261035248,-0.014940857804527726,1.1981194546291318,0.2421027786794445,0,1,0
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,36003.0,None,-1.4023537460317193,-1.0147607733229451,3.58791481380428,-2.3561280555406,0.2992727658448483,1.2980151877747563,-2.3511355450349813,0,1,0
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999977,51160.4,None,-1.3523577124040698,-0.8799590021118496,0.4474903983374266,-0.8413466884444997,0.3306941282097859,1.3979109209203808,-0.8640347585630405,0,1,0
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,66255.8,None,-1.3523577124040698,-0.8125581165062826,-0.22187182165550842,0.42264306158271003,0.4092475341221299,1.4978066540660622,0.6169831740710879,1,0,0
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000045,73604.4,None,-1.3023616787764485,-0.61035545968962,-0.339010210154272,0.9844162838170248,0.6606184330416307,1.6975981203574249,1.3379583307251113,0,1,0
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,60775.2,None,-1.3023616787764485,-0.677756345295187,-0.3947903951536833,0.14175645046555194,0.7548825201364435,1.5977023872117435,0.07927851691760995,1,0,0
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000045,56793.799999999996,None,-1.3023616787764485,-0.61035545968962,0.24110371383960497,-0.40998510708600777,1.1319388685156948,1.6975981203574249,-0.3113388100157287,0,0,1
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,75162.59999999999,None,-1.252365645148799,-0.5429545740840913,-1.0697306336465593,1.5863161647823627,1.2576243179754452,1.697598120357368,1.490834183145749,0,0,1
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,64752.0,None,-1.3023616787764485,-0.5429545740840913,-0.6625352831508573,0.5630863671412888,1.3361777238877892,1.7974938535030494,0.46944453534040137,0,1,0
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,72512.3,None,-1.252365645148799,-0.47555368847852436,-0.44499256165315343,0.9743846191342698,1.4618631733475396,1.7974938535030494,1.2308118036884166,1,0,0
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.699999999999989,64065.1,None,-1.2023696115211493,-0.47555368847852436,-0.05453126665727467,0.1919147738793301,-1.648851700781283,1.697598120357368,0.40205240145018417,0,0,1
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,69649.0,None,-1.1023775442658785,-0.4081528028729957,-0.5230848206523292,0.8239096488929353,-1.5388769325040015,1.5977023872116867,0.9498918779818237,1,0,0
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.699999999999989,58439.49999999999,None,-1.2023696115211493,-0.47555368847852436,-0.690425375650563,0.13172478578279617,-1.42890216422672,1.697598120357368,-0.1498782848401136,0,0,1
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.899999999999977,39634.4,None,-1.2023696115211493,-0.3407519172674287,2.14878604081947,-1.944829803547619,-1.114688540577344,1.8973895866486739,-1.9948569091215524,0,1,0
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,11.899999999999977,58535.4,None,-1.2023696115211493,-0.3407519172674287,0.43633436133754433,-0.37989011303774045,-1.0361351346649998,1.8973895866486739,-0.14046948350065747,0,1,0
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,11.899999999999977,53592.6,None,-1.252365645148799,-0.4081528028729957,-0.23302785865539066,-0.42001677176876356,-1.0047137723000623,1.8973895866486739,-0.6254102891383997,0,1,0
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,11.899999999999977,56797.8,None,-1.2023696115211493,-0.3407519172674287,0.16858947334037033,-0.37989011303774045,-0.706210829833155,1.8973895866486739,-0.31094636783264334,0,1,0
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,11.899999999999977,65512.2,None,-1.252365645148799,-0.4081528028729957,-0.5342408576522114,0.5430230377757772,-0.5962360615558734,1.8973895866486739,0.5440281722356449,0,1,0
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,12.0,67021.5,None,-1.3023616787764485,-0.4081528028729957,-0.36690030265397766,0.5530547024585329,-0.21917971317662216,1.9972853197943552,0.692106418968073,0,1,0
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,11.800000000000011,58054.799999999996,None,-1.3023616787764485,-0.5429545740840913,-0.5677089686518582,0.04143980363799563,0.1421659540201603,1.7974938535030494,-0.18762141179828262,0,1,0
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,11.899999999999977,48636.6,None,-1.2023696115211493,-0.3407519172674287,0.19647956584007595,-0.9115683412237894,0.6763291142240996,1.8973895866486739,-1.111646153980321,0,1,0
571,L47750,L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,12.0,61418.0,None,-1.1523735778935282,-0.20595014605633308,-0.22744984015544953,0.10162979173452956,1.0690961437858195,1.9972853197943552,0.14234397573931867,0,1,0
